48:7D:2E,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/02/21
7C:8B:CA,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/02/21
94:D9:B3,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/04/22
54:75:95,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/04/22
0C:4B:54,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/04/22
C4:71:54,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/04/22
78:44:FD,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/07/23
50:3E:AA,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/07/23
AC:84:C6,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/07/23
48:0E:EC,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/07/23
9C:A6:15,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/12/28
D0:76:E7,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/12/28
0C:80:63,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/12/28
34:E8:94,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2017/12/28
B0:BE:76,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2018/06/13
D8:0D:17,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2018/06/13
CC:08:FB,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2018/06/13
74:05:A5,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2018/06/13
80:8F:1D,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2018/11/16
68:FF:7B,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2018/11/16
98:DA:C4,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2018/11/16
54:A7:03,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2018/11/16
60:3A:7C,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/03/26
7C:B5:9B,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/03/26
D0:37:45,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/03/26
50:D4:F7,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/03/26
98:48:27,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/07/10
74:DA:88,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/07/10
CC:32:E5,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/07/10
1C:3B:F3,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/07/10
D8:07:B6,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/12/05
64:6E:97,"TP-LINK TECHNOLOGIES CO.,LTD.",false,MA-L,2019/12/05
